group	ret	mz	EC_022024	adduct	neutralMass
M891_R185_5821	184.789	891.270071014884	246.5	[M-H]-	891.270071014884
M891_R851_5822	850.9215	891.499101317525	1381.5	[M-H]-	891.499101317525
M892_R415_5823	414.604	891.508677652095	830.5	[M-H]-	891.508677652095
M891_R619_5824	618.805	891.497993757519	283.5	[M-H]-	891.497993757519
M892_R885_5825	884.8695	891.570209501995	1921	[M-H]-	891.570209501995
M892_R601_5826	601.097	892.203499457693	274	[M-H]-	892.203499457693
M892_R632_5827	632.43	892.479138752049	1826	[M-H]-	892.479138752049
M893_R885_5828	884.8655	892.580258526009	6657.5	[M-H]-	892.580258526009
M893_R628_5829	628.341	892.527338479541	245.5	[M-H]-	892.527338479541
M893_R183_5830	183.288	893.268955938198	342	[M-H]-	893.268955938198
M894_R628_5831	627.6605	893.500450120366	205.5	[M-H]-	893.500450120366
M894_R848_5832	848.455	893.505073121535	270.5	[M-H]-	893.505073121535
M894_R885_5833	885.481	893.59314717809	4110.5	[M-H]-	893.59314717809
M894_R601_5834	601.097	894.222762816569	579	[M-H]-	894.222762816569
M894_R634_5836	633.793	894.4870871194	314	[M-H]-	894.4870871194
M895_R847_5837	847.22	894.503800678702	628	[M-H]-	894.503800678702
M895_R962_5838	962.03	894.666117178434	276	[M-H]-	894.666117178434
M896_R860_5840	859.556	895.509196572198	681	[M-H]-	895.509196572198
M896_R808_5841	807.814	895.703564629813	2680	[M-H]-	895.703564629813
M896_R782_5842	781.95	896.305015904357	633	[M-H]-	896.305015904357
M897_R856_5843	855.855	896.5525556099	556.5	[M-H]-	896.5525556099
M897_R808_5844	807.814	896.708415540018	972	[M-H]-	896.708415540018
M897_R853_5845	853.389	897.497174132002	850	[M-H]-	897.497174132002
M898_R717_5846	716.813	897.505000041074	2173	[M-H]-	897.505000041074
M898_R884_5847	884.242	897.56122601298	3272.5	[M-H]-	897.56122601298
M898_R623_5848	622.891	898.37573560215	435	[M-H]-	898.37573560215
M899_R844_5849	843.518	898.502505895715	517	[M-H]-	898.502505895715
M899_R717_5850	716.813	898.512022988247	1265.5	[M-H]-	898.512022988247
M899_R654_5851	654.235	898.509145975362	1057	[M-H]-	898.509145975362
M899_R234_5852	234.342	898.529258539468	212	[M-H]-	898.529258539468
M899_R941_5853	941.0625	898.752017753611	210	[M-H]-	898.752017753611
M900_R778_5854	778.254	899.512169305773	808.5	[M-H]-	899.512169305773
M900_R848_5855	848.455	899.510648498646	1151	[M-H]-	899.510648498646
M900_R674_5856	673.827	899.580524345295	11689	[M-H]-	899.580524345295
M900_R882_5857	881.766	899.575199937295	5304.5	[M-H]-	899.575199937295
M900_R850_5858	849.6875	900.499254903002	426.5	[M-H]-	900.499254903002
M901_R673_5859	672.524	900.583957107022	6081.5	[M-H]-	900.583957107022
M901_R820_5860	820.125	900.77121630129	475	[M-H]-	900.77121630129
M901_R956_5861	955.863	900.76704239249	368	[M-H]-	900.76704239249
M901_R778_5862	778.254	901.486736410408	349	[M-H]-	901.486736410408
M902_R848_5863	848.455	901.515849883393	1327	[M-H]-	901.515849883393
M901_R240_5865	240.353	901.427546694949	273	[M-H]-	901.427546694949
M902_R889_5866	889.209	901.560594498354	435	[M-H]-	901.560594498354
M902_R792_5867	791.807	901.566493948837	731.5	[M-H]-	901.566493948837
M902_R673_5868	673.1755	901.594456296071	868	[M-H]-	901.594456296071
M902_R263_5869	262.869	901.597117568644	233.5	[M-H]-	901.597117568644
M903_R850_5870	850.3055	902.505380879616	278	[M-H]-	902.505380879616
M902_R215_5871	214.819	902.460667063464	1350	[M-H]-	902.460667063464
M903_R883_5872	883.387	902.573614902689	2144.5	[M-H]-	902.573614902689
M903_R818_5873	817.663	902.793407230818	208	[M-H]-	902.793407230818
M904_R792_5874	791.807	903.503604602782	386	[M-H]-	903.503604602782
M904_R856_5875	855.855	903.508620212413	1200	[M-H]-	903.508620212413
M903_R215_5876	214.819	903.464502356966	359	[M-H]-	903.464502356966
M904_R844_5879	843.518	904.486938632457	815	[M-H]-	904.486938632457
M905_R889_5880	889.209	904.578511124427	20806	[M-H]-	904.578511124427
M906_R846_5882	845.987	905.501807885741	1075	[M-H]-	905.501807885741
M905_R327_5883	326.877	905.487022644643	348.5	[M-H]-	905.487022644643
M906_R866_5884	865.7245	905.573685185763	3761	[M-H]-	905.573685185763
M907_R853_5886	853.389	906.504704106484	4542	[M-H]-	906.504704106484
M907_R886_5887	886.1065	906.581623052533	2093	[M-H]-	906.581623052533
M907_R799_5888	798.579	906.656915627576	455	[M-H]-	906.656915627576
M908_R848_5890	847.838	907.511645065683	1303.5	[M-H]-	907.511645065683
M908_R328_5891	328.292	907.505624927413	255.5	[M-H]-	907.505624927413
M908_R969_5892	969.431	907.653213675547	351	[M-H]-	907.653213675547
M909_R853_5893	853.389	908.51708638962	3261	[M-H]-	908.51708638962
M909_R641_5894	640.609	908.541418818577	774	[M-H]-	908.541418818577
M909_R887_5895	886.723	908.579995001758	472	[M-H]-	908.579995001758
M909_R183_5896	183.288	909.241595915626	215	[M-H]-	909.241595915626
M910_R851_5897	850.922	909.517265116208	2038	[M-H]-	909.517265116208
M910_R982_5898	981.761	909.565511156915	1652	[M-H]-	909.565511156915
M910_R853_5899	853.389	909.596810634883	460.5	[M-H]-	909.596810634883
M910_R844_5900	843.518	910.492799076259	445	[M-H]-	910.492799076259
M911_R888_5901	887.965	910.616902735796	548	[M-H]-	910.616902735796
M911_R778_5902	778.254	910.545445626458	2140	[M-H]-	910.545445626458
M912_R893_5904	892.935	911.556856685668	18689	[M-H]-	911.556856685668
M912_R785_5905	785.0305	911.552015382569	4605	[M-H]-	911.552015382569
M913_R382_5906	382.063	912.503840424948	206.5	[M-H]-	912.503840424948
M913_R845_5907	844.752	912.507355211635	348	[M-H]-	912.507355211635
M913_R847_5908	847.22	912.563201626832	519	[M-H]-	912.563201626832
M914_R382_5909	382.063	913.504699081775	228	[M-H]-	913.504699081775
M914_R886_5910	886.111	913.574637862164	1658	[M-H]-	913.574637862164
M914_R787_5911	787.4945	913.572759279549	390	[M-H]-	913.572759279549
M914_R678_5912	677.733	913.599732094335	3534	[M-H]-	913.599732094335
M915_R882_5913	881.766	914.505435981822	335	[M-H]-	914.505435981822
M915_R678_5914	677.733	914.599019775176	1750.5	[M-H]-	914.599019775176
M915_R885_5915	885.481	914.576773501988	837	[M-H]-	914.576773501988
M916_R642_5916	641.973	915.518806248716	582	[M-H]-	915.518806248716
M916_R848_5917	848.455	915.506796913284	751	[M-H]-	915.506796913284
M916_R893_5919	892.935	915.645799235337	344	[M-H]-	915.645799235337
M916_R634_5920	633.793	916.479911946569	1534	[M-H]-	916.479911946569
M917_R884_5921	883.626	916.580340044284	5635	[M-H]-	916.580340044284
M917_R892_5922	891.694	916.649793762619	330	[M-H]-	916.649793762619
M917_R632_5923	632.43	917.482473326138	892.5	[M-H]-	917.482473326138
M918_R632_5926	632.43	918.482025587602	391.5	[M-H]-	918.482025587602
M919_R885_5927	885.4895	918.594048602076	9207	[M-H]-	918.594048602076
M919_R718_5928	718.116	918.532472294447	1589	[M-H]-	918.532472294447
M919_R799_5929	799.194	918.660970059273	4403	[M-H]-	918.660970059273
M919_R853_5930	853.389	919.496668203934	225	[M-H]-	919.496668203934
M919_R641_5931	640.609	919.459681796831	272	[M-H]-	919.459681796831
M920_R735_5932	735.045	919.569358989716	1746	[M-H]-	919.569358989716
M920_R885_5934	885.481	919.578356956744	4708	[M-H]-	919.578356956744
M920_R799_5935	799.194	919.659310831706	1713	[M-H]-	919.659310831706
M920_R844_5936	843.518	920.496562516784	272	[M-H]-	920.496562516784
M921_R857_5937	857.089	920.600652638626	457	[M-H]-	920.600652638626
M921_R851_5938	850.922	921.49828104367	298	[M-H]-	921.49828104367
M922_R717_5939	716.813	921.503026521095	1520	[M-H]-	921.503026521095
M922_R889_5940	889.2085	921.582180608107	4874	[M-H]-	921.582180608107
M923_R688_5941	687.5065	922.515655436042	1553	[M-H]-	922.515655436042
M922_R842_5942	842.284	922.499056464688	1839	[M-H]-	922.499056464688
M923_R889_5943	889.209	922.672902925647	393.5	[M-H]-	922.672902925647
M923_R604_5944	603.82	923.015619881351	350	[M-H]-	923.015619881351
M923_R844_5945	843.518	923.498558916879	1147	[M-H]-	923.498558916879
M924_R311_5946	311.205	923.579779982353	318.5	[M-H]-	923.579779982353
M924_R680_5947	680.339	923.580008614796	3327	[M-H]-	923.580008614796
M924_R890_5948	890.452	923.547406177983	11452	[M-H]-	923.547406177983
M925_R844_5949	843.518	924.512939903324	1119.5	[M-H]-	924.512939903324
M925_R679_5950	679.037	924.588582944195	1805	[M-H]-	924.588582944195
M925_R887_5951	887.345	924.662461340646	254.5	[M-H]-	924.662461340646
M925_R863_5952	863.259	925.496475073725	785	[M-H]-	925.496475073725
M926_R890_5953	890.452	925.648645732024	392	[M-H]-	925.648645732024
M927_R853_5954	853.389	926.611816321288	913	[M-H]-	926.611816321288
M928_R779_5955	779.486	927.51268085264	601	[M-H]-	927.51268085264
M928_R878_5956	878.052	927.573875170997	1557	[M-H]-	927.573875170997
M929_R889_5957	889.209	928.576335957245	585	[M-H]-	928.576335957245
M930_R809_5960	809.045	929.691757038383	1135	[M-H]-	929.691757038383
M931_R877_5961	876.818	930.519607578536	995	[M-H]-	930.519607578536
M931_R794_5962	793.65	930.58394100081	1140	[M-H]-	930.58394100081
M931_R887_5963	887.345	930.588596505828	3406	[M-H]-	930.588596505828
M932_R547_5965	547.161	931.505396501465	214	[M-H]-	931.505396501465
M932_R873_5966	873.116	931.573740918259	1223.5	[M-H]-	931.573740918259
M932_R890_5967	890.452	931.662358135082	281	[M-H]-	931.662358135082
M933_R876_5969	875.584	932.51753358338	4352	[M-H]-	932.51753358338
M933_R719_5970	719.417	932.543381476636	580.5	[M-H]-	932.543381476636
M933_R887_5971	886.723	932.664351301595	224	[M-H]-	932.664351301595
M934_R624_5972	624.254	933.516340885235	219	[M-H]-	933.516340885235
M934_R877_5973	876.818	933.583087158763	1376	[M-H]-	933.583087158763
M934_R871_5974	871.294	933.661393995888	621	[M-H]-	933.661393995888
M935_R845_5975	845.3695	934.510323127222	355	[M-H]-	934.510323127222
M935_R897_5976	896.651	934.70399550758	356	[M-H]-	934.70399550758
M936_R639_5977	639.245	935.516359855987	282	[M-H]-	935.516359855987
M936_R888_5978	887.965	935.55282790244	3595	[M-H]-	935.55282790244
M936_R887_5979	886.723	935.658227737124	602	[M-H]-	935.658227737124
M937_R886_5981	886.1065	936.58589304312	1321.5	[M-H]-	936.58589304312
M937_R889_5982	889.209	936.681287553688	387	[M-H]-	936.681287553688
M938_R865_5984	865.1035	937.586117997746	588.5	[M-H]-	937.586117997746
M938_R682_5985	681.642	937.597323500338	7273	[M-H]-	937.597323500338
M938_R215_5986	214.819	938.438099254185	704	[M-H]-	938.438099254185
M939_R887_5987	886.723	938.58720073644	764.5	[M-H]-	938.58720073644
M939_R682_5988	681.642	938.603069122835	3682	[M-H]-	938.603069122835
M939_R887_5989	886.723	938.659904590783	312.5	[M-H]-	938.659904590783
M940_R850_5990	849.689	939.501966904691	311.5	[M-H]-	939.501966904691
M940_R890_5991	889.8305	939.583244608394	970	[M-H]-	939.583244608394
M940_R631_5992	631.068	940.483032434393	455	[M-H]-	940.483032434393
M941_R890_5993	890.452	940.578298437256	3439.5	[M-H]-	940.578298437256
M941_R894_5994	894.175	940.652214732204	799.5	[M-H]-	940.652214732204
M942_R885_5995	885.481	941.589363101707	2130	[M-H]-	941.589363101707
M942_R894_5996	894.175	941.66266669449	413	[M-H]-	941.66266669449
M943_R375_5997	374.989	942.515284630486	978	[M-H]-	942.515284630486
M943_R889_5998	889.209	942.593517314087	1073	[M-H]-	942.593517314087
M943_R631_5999	631.068	942.565648615587	1503.5	[M-H]-	942.565648615587
M944_R374_6000	373.574	943.518091693947	520	[M-H]-	943.518091693947
M944_R884_6001	884.242	943.596585353949	1100.5	[M-H]-	943.596585353949
M944_R631_6002	631.068	943.565293371172	1132	[M-H]-	943.565293371172
M944_R888_6003	887.965	943.659773695724	232	[M-H]-	943.659773695724
M945_R886_6004	886.1065	944.589277014865	839	[M-H]-	944.589277014865
M945_R787_6005	786.878	944.577138430098	3276	[M-H]-	944.577138430098
M945_R374_6006	373.574	944.520522658505	259	[M-H]-	944.520522658505
M945_R890_6007	890.452	944.652496650918	500	[M-H]-	944.652496650918
M946_R885_6008	885.481	945.579806642531	312	[M-H]-	945.579806642531
M946_R645_6009	644.7	945.552649151132	1080	[M-H]-	945.552649151132
M946_R313_6010	312.674	945.558435221539	428	[M-H]-	945.558435221539
M946_R884_6011	884.242	945.692604630985	1191	[M-H]-	945.692604630985
M946_R855_6012	854.623	946.4980744827	210.5	[M-H]-	946.4980744827
M947_R313_6013	312.674	946.55676575758	245	[M-H]-	946.55676575758
M947_R882_6014	881.766	946.601256229121	1040	[M-H]-	946.601256229121
M948_R881_6015	880.5365	947.598086840113	940	[M-H]-	947.598086840113
M948_R883_6017	883.004	947.687822586905	3286	[M-H]-	947.687822586905
M948_R754_6018	753.643	947.675130209254	1359	[M-H]-	947.675130209254
M949_R717_6020	716.813	948.53762667994	1158	[M-H]-	948.53762667994
M949_R869_6021	869.4395	948.66324607049	598	[M-H]-	948.66324607049
M950_R403_6023	403.288	949.533061804942	361.5	[M-H]-	949.533061804942
M950_R885_6024	884.8615	949.673516252977	592.5	[M-H]-	949.673516252977
M950_R968_6025	968.198	949.667312104333	238.5	[M-H]-	949.667312104333
M951_R871_6026	871.294	950.596237990566	1748	[M-H]-	950.596237990566
M951_R634_6027	633.793	950.54814662511	3049	[M-H]-	950.54814662511
M951_R887_6028	886.723	950.682789031458	939.5	[M-H]-	950.682789031458
M952_R876_6029	875.584	951.514668352384	547	[M-H]-	951.514668352384
M952_R633_6030	633.1115	951.552402164126	1427.5	[M-H]-	951.552402164126
M952_R403_6031	403.288	951.545673522613	591	[M-H]-	951.545673522613
M952_R888_6032	887.965	951.671659299083	377	[M-H]-	951.671659299083
M953_R853_6033	853.389	952.517463967496	540.5	[M-H]-	952.517463967496
M953_R632_6034	632.43	952.55342423177	539	[M-H]-	952.55342423177
M953_R869_6035	869.4395	952.685203100232	1759.5	[M-H]-	952.685203100232
M954_R856_6036	855.855	953.579372089446	520	[M-H]-	953.579372089446
M954_R631_6037	631.068	953.557915474369	311.5	[M-H]-	953.557915474369
M954_R842_6038	842.284	953.653204796252	628.5	[M-H]-	953.653204796252
M955_R890_6039	889.8305	954.593207933347	1584.5	[M-H]-	954.593207933347
M955_R883_6040	883.004	954.658165558299	397	[M-H]-	954.658165558299
M956_R889_6041	889.209	955.570307364391	1845	[M-H]-	955.570307364391
M956_R888_6042	887.965	955.656336461842	715.5	[M-H]-	955.656336461842
M956_R391_6044	390.551	956.490686598368	201.5	[M-H]-	956.490686598368
M957_R888_6045	887.965	956.578895481296	1034.5	[M-H]-	956.578895481296
M957_R802_6046	802.275	956.603487555718	2700	[M-H]-	956.603487555718
M958_R890_6048	889.8305	957.585568098486	1986	[M-H]-	957.585568098486
M958_R890_6049	890.452	957.650702985782	594	[M-H]-	957.650702985782
M959_R882_6051	881.766	958.594822795333	913.5	[M-H]-	958.594822795333
M960_R627_6053	626.979	959.500323391779	417	[M-H]-	959.500323391779
M960_R884_6054	884.246	959.593721768105	1336.5	[M-H]-	959.593721768105
M960_R892_6055	891.694	959.657120070029	469	[M-H]-	959.657120070029
M961_R883_6056	883.004	960.598190133317	1060.5	[M-H]-	960.598190133317
M961_R840_6057	839.818	960.659557056256	318	[M-H]-	960.659557056256
M962_R313_6059	312.674	961.529514876072	321	[M-H]-	961.529514876072
M962_R878_6060	878.052	961.653731668099	4897	[M-H]-	961.653731668099
M963_R890_6061	890.452	962.625822415795	642	[M-H]-	962.625822415795
M963_R718_6062	718.116	962.554211420486	67331	[M-H]-	962.554211420486
M963_R877_6063	876.8215	962.683243641329	3385	[M-H]-	962.683243641329
M964_R888_6064	887.965	963.613267869196	2706.5	[M-H]-	963.613267869196
M964_R717_6065	717.4645	963.579163800638	30992	[M-H]-	963.579163800638
M964_R856_6066	855.855	963.66345333536	2008.5	[M-H]-	963.66345333536
M965_R850_6067	849.689	964.509347436928	920.5	[M-H]-	964.509347436928
M964_R215_6068	214.819	964.428597260722	355	[M-H]-	964.428597260722
M965_R718_6069	718.116	964.560298137537	8668	[M-H]-	964.560298137537
M965_R892_6070	891.694	964.685966233362	854	[M-H]-	964.685966233362
M966_R847_6071	847.22	965.509631821501	831	[M-H]-	965.509631821501
M966_R718_6072	718.116	965.554917355459	3942	[M-H]-	965.554917355459
M966_R849_6073	849.0705	965.6659175407	971.5	[M-H]-	965.6659175407
M966_R951_6074	950.931	965.747869242221	226	[M-H]-	965.747869242221
M967_R868_6076	868.2145	966.572198329242	1306	[M-H]-	966.572198329242
M967_R717_6077	716.813	966.553300150172	2271	[M-H]-	966.553300150172
M967_R631_6078	631.068	966.561490672967	989	[M-H]-	966.561490672967
M967_R889_6079	889.209	966.686953092997	710	[M-H]-	966.686953092997
M968_R888_6080	887.965	967.574470747064	1321	[M-H]-	967.574470747064
M968_R725_6081	725.277	967.565088080575	2301	[M-H]-	967.565088080575
M968_R631_6082	631.068	967.543409582819	645	[M-H]-	967.543409582819
M968_R873_6083	872.5375	967.689623806459	2608	[M-H]-	967.689623806459
M969_R846_6085	845.987	968.512246976677	284	[M-H]-	968.512246976677
M969_R731_6086	731.136	968.576566171711	1199.5	[M-H]-	968.576566171711
M969_R892_6088	892.3135	968.698392750449	570.5	[M-H]-	968.698392750449
M970_R887_6089	886.723	969.58876204594	1241.5	[M-H]-	969.58876204594
M970_R632_6090	632.43	969.564200590303	2569	[M-H]-	969.564200590303
M970_R755_6091	754.873	969.653471248661	1204	[M-H]-	969.653471248661
M970_R855_6092	855.239	969.705359333719	472	[M-H]-	969.705359333719
M971_R632_6094	632.43	970.567322280675	700	[M-H]-	970.567322280675
M972_R875_6096	874.967	971.513766690678	729	[M-H]-	971.513766690678
M972_R632_6097	632.43	971.571126803763	370	[M-H]-	971.571126803763
M973_R876_6099	875.584	972.519652301062	1531	[M-H]-	972.519652301062
M973_R635_6100	635.156	972.525454088305	393.5	[M-H]-	972.525454088305
M973_R892_6101	891.694	972.682507519815	357.5	[M-H]-	972.682507519815
M974_R878_6102	878.06	973.593489208499	738.5	[M-H]-	973.593489208499
M974_R888_6103	887.9665	973.670669979378	463.5	[M-H]-	973.670669979378
M975_R874_6104	873.733	974.585457076836	249	[M-H]-	974.585457076836
M975_R634_6105	633.793	974.55006137411	2334	[M-H]-	974.55006137411
M975_R888_6106	887.965	974.673578309847	534.5	[M-H]-	974.673578309847
M976_R634_6107	633.793	975.552402206587	1409.5	[M-H]-	975.552402206587
M976_R877_6108	876.818	975.598407242519	2748	[M-H]-	975.598407242519
M976_R888_6109	887.965	975.666594811973	527	[M-H]-	975.666594811973
M977_R877_6110	876.818	976.629931337177	1323	[M-H]-	976.629931337177
M977_R719_6111	719.417	976.569291100792	23898.5	[M-H]-	976.569291100792
M977_R634_6112	633.793	976.538131356548	289	[M-H]-	976.538131356548
M977_R887_6113	886.723	976.698662093993	293	[M-H]-	976.698662093993
M978_R881_6114	880.527	977.631964573358	3933	[M-H]-	977.631964573358
M978_R718_6115	718.116	977.570982198411	13793	[M-H]-	977.570982198411
M978_R880_6116	879.9155	977.675333244998	467.5	[M-H]-	977.675333244998
M979_R845_6117	844.752	978.578550785787	301.5	[M-H]-	978.578550785787
M979_R718_6118	718.116	978.574245636562	3276	[M-H]-	978.574245636562
M979_R988_6119	987.927	978.719977727621	309	[M-H]-	978.719977727621
M979_R900_6120	900.357	978.72453578145	529.5	[M-H]-	978.72453578145
M979_R809_6121	809.045	978.651545962581	4986	[M-H]-	978.651545962581
M980_R888_6122	887.965	979.600088080228	988.5	[M-H]-	979.600088080228
M980_R718_6123	718.116	979.575549935701	1894	[M-H]-	979.575549935701
M980_R818_6124	817.663	979.662498651643	3795.5	[M-H]-	979.662498651643
M980_R558_6125	557.576	980.029414007802	383.5	[M-H]-	980.029414007802
M981_R870_6126	870.0605	980.585861861698	1115.5	[M-H]-	980.585861861698
M981_R719_6127	719.417	980.571849629184	720.5	[M-H]-	980.571849629184
M981_R558_6128	557.576	980.53128500681	352	[M-H]-	980.53128500681
M981_R896_6129	896.0175	980.704434482059	579.5	[M-H]-	980.704434482059
M981_R559_6130	558.879	981.032252534877	269	[M-H]-	981.032252534877
M982_R888_6131	887.965	981.580309087532	543	[M-H]-	981.580309087532
M982_R903_6133	902.826	981.743044107254	463.5	[M-H]-	981.743044107254
M982_R812_6134	811.509	981.678430212373	1401	[M-H]-	981.678430212373
M983_R872_6136	871.9205	982.588215937976	458	[M-H]-	982.588215937976
M983_R898_6137	897.8725	982.728903395301	1461	[M-H]-	982.728903395301
M984_R628_6138	628.341	983.507932920218	235	[M-H]-	983.507932920218
M984_R887_6139	887.345	983.61252132194	1030.5	[M-H]-	983.61252132194
M984_R732_6140	732.438	983.541710286827	633	[M-H]-	983.541710286827
M984_R889_6141	889.209	983.679228945389	654	[M-H]-	983.679228945389
M985_R851_6142	850.922	984.595487044899	983.5	[M-H]-	984.595487044899
M985_R890_6143	890.45	984.678022088086	1479	[M-H]-	984.678022088086
M986_R628_6144	628.341	985.518493971553	469.5	[M-H]-	985.518493971553
M986_R885_6145	885.4845	985.603318214545	379	[M-H]-	985.603318214545
M986_R890_6146	890.452	985.690265405743	1097	[M-H]-	985.690265405743
M987_R888_6147	887.965	986.618448396739	618	[M-H]-	986.618448396739
M987_R796_6148	795.503	986.587517656133	944	[M-H]-	986.587517656133
M987_R892_6149	891.694	986.698394971447	378	[M-H]-	986.698394971447
M988_R885_6150	884.8635	987.609573501232	643.5	[M-H]-	987.609573501232
M988_R796_6151	795.503	987.596153310488	1288	[M-H]-	987.596153310488
M988_R888_6152	887.965	987.651974599919	809	[M-H]-	987.651974599919
M989_R882_6153	881.7665	988.621287745362	1900.5	[M-H]-	988.621287745362
M989_R719_6154	719.417	988.569095110506	5690	[M-H]-	988.569095110506
M989_R860_6156	859.556	988.676454973929	1455	[M-H]-	988.676454973929
M990_R866_6157	866.3585	989.570416667786	939.5	[M-H]-	989.570416667786
M990_R718_6158	718.116	989.572167870024	2582	[M-H]-	989.572167870024
M990_R869_6159	868.8045	989.664328221973	768	[M-H]-	989.664328221973
M990_R831_6160	831.203	989.959491044234	3008	[M-H]-	989.959491044234
M991_R719_6161	719.417	990.583477209853	5305	[M-H]-	990.583477209853
M991_R888_6162	887.965	990.611139918481	900	[M-H]-	990.611139918481
M991_R886_6163	886.109	990.668089841259	477	[M-H]-	990.668089841259
M992_R890_6164	890.452	991.615531835268	1101.5	[M-H]-	991.615531835268
M992_R642_6165	641.973	991.561423215621	505	[M-H]-	991.561423215621
M992_R719_6166	719.417	991.580380519502	3846	[M-H]-	991.580380519502
M993_R889_6167	889.2085	992.615852537933	437	[M-H]-	992.615852537933
M993_R718_6168	718.116	992.576967434697	2827	[M-H]-	992.576967434697
M993_R890_6169	889.8305	992.678350968762	841.5	[M-H]-	992.678350968762
M994_R877_6171	876.818	993.582402004684	965.5	[M-H]-	993.582402004684
M994_R632_6172	632.43	993.563795399101	1328	[M-H]-	993.563795399101
M994_R719_6173	719.417	993.570990981448	774.5	[M-H]-	993.570990981448
M994_R863_6175	862.659	993.662744289454	600	[M-H]-	993.662744289454
M995_R632_6177	632.43	994.5734761673	360	[M-H]-	994.5734761673
M995_R882_6178	881.7795	994.591081548782	1140.5	[M-H]-	994.591081548782
M995_R791_6180	790.575	994.596129163567	569.5	[M-H]-	994.596129163567
M995_R891_6181	891.073	994.682924196587	582	[M-H]-	994.682924196587
M996_R885_6183	885.481	995.592300139543	416	[M-H]-	995.592300139543
M996_R783_6184	783.183	995.602374971089	544	[M-H]-	995.602374971089
M996_R593_6185	592.921	995.625099059857	345	[M-H]-	995.625099059857
M996_R888_6186	887.965	995.696992249066	657	[M-H]-	995.696992249066
M996_R772_6187	772.112	995.666896547761	809	[M-H]-	995.666896547761
M997_R808_6188	807.814	996.609596216452	22021	[M-H]-	996.609596216452
M997_R889_6189	889.209	996.640707546388	701	[M-H]-	996.640707546388
M997_R405_6190	404.702	996.571426612088	3908	[M-H]-	996.571426612088
M997_R871_6191	870.673	996.682857549419	386	[M-H]-	996.682857549419
M998_R888_6192	887.966	997.60809226019	515.5	[M-H]-	997.60809226019
M998_R808_6193	807.814	997.611802636812	10062.5	[M-H]-	997.611802636812
M998_R405_6194	404.702	997.576245799071	2388	[M-H]-	997.576245799071
M999_R412_6195	412.482	998.616984386824	358	[M-H]-	998.616984386824
M999_R888_6196	887.965	998.585245044971	465	[M-H]-	998.585245044971
M999_R808_6197	807.814	998.615777792405	3178.5	[M-H]-	998.615777792405
M999_R635_6198	635.156	998.545530702976	232	[M-H]-	998.545530702976
M999_R889_6199	889.209	998.676384896148	394	[M-H]-	998.676384896148
M1000_R889_6200	889.209	999.613980705813	483	[M-H]-	999.613980705813
M1000_R794_6201	794.266	999.595103172305	593.5	[M-H]-	999.595103172305
M1000_R415_6202	414.604	999.59242280186	129265	[M-H]-	999.59242280186
M1000_R981_6203	980.529	999.720425701897	251	[M-H]-	999.720425701897
M1000_R888_6204	887.965	999.669946477037	615	[M-H]-	999.669946477037
M1000_R417_6205	417.432	999.646984977799	825	[M-H]-	999.646984977799
M1001_R865_6206	864.5085	1000.6208417494	16139	[M-H]-	1000.6208417494
M1001_R415_6207	414.604	1000.59194690599	55956	[M-H]-	1000.59194690599
M1001_R889_6208	888.587	1000.69276343887	1696	[M-H]-	1000.69276343887
M1002_R882_6209	881.766	1001.59511752352	516	[M-H]-	1001.59511752352
M1002_R417_6210	417.432	1001.59265865195	16101	[M-H]-	1001.59265865195
M1002_R988_6211	987.927	1001.73396293116	364.5	[M-H]-	1001.73396293116
M1002_R889_6212	889.209	1001.68211341728	676	[M-H]-	1001.68211341728
M1002_R807_6213	806.582	1001.64770420737	2592	[M-H]-	1001.64770420737
M1003_R800_6214	800.4275	1002.59166614487	1405	[M-H]-	1002.59166614487
M1003_R393_6215	392.674	1002.56333789599	273	[M-H]-	1002.56333789599
M1003_R721_6216	720.719	1002.58236484904	3479	[M-H]-	1002.58236484904
M1003_R983_6217	982.995	1002.73548854702	257	[M-H]-	1002.73548854702
M1003_R841_6218	841.052	1002.65115432676	2782	[M-H]-	1002.65115432676
M1004_R800_6219	799.811	1003.59302400667	924	[M-H]-	1003.59302400667
M1004_R719_6221	719.417	1003.58653771207	1452	[M-H]-	1003.58653771207
M1004_R888_6222	887.965	1003.59547255273	956	[M-H]-	1003.59547255273
M1004_R887_6224	886.723	1003.66707416524	520	[M-H]-	1003.66707416524
M1005_R796_6225	795.503	1004.59714687182	838.5	[M-H]-	1004.59714687182
M1005_R721_6226	720.719	1004.58989564562	934	[M-H]-	1004.58989564562
M1005_R889_6227	889.209	1004.63462301148	1030	[M-H]-	1004.63462301148
M1006_R887_6229	886.723	1005.6162025174	605	[M-H]-	1005.6162025174
M1006_R718_6230	718.116	1005.56996644306	693	[M-H]-	1005.56996644306
M1006_R873_6231	873.116	1005.68823864282	568	[M-H]-	1005.68823864282
M1007_R643_6232	643.336	1006.5485230571	888	[M-H]-	1006.5485230571
M1007_R878_6234	878.0825	1006.66354141291	1692	[M-H]-	1006.66354141291
M1008_R747_6236	746.953	1007.57352910387	1024	[M-H]-	1007.57352910387
M1008_R643_6237	643.336	1007.53428414473	735	[M-H]-	1007.53428414473
M1008_R890_6238	890.452	1007.65241026613	2748	[M-H]-	1007.65241026613
M1009_R844_6239	843.518	1008.60953656855	3381.5	[M-H]-	1008.60953656855
M1009_R889_6240	889.209	1008.65575853325	508.5	[M-H]-	1008.65575853325
