PREFERRED_NAME,LIST_ID,INCHIKEY,FORMULA,MONOISOTOPIC_MASS,SMILES,NumHDonors,NumHAcceptors,TYPE,MD,KMD,modulo,parent,rep_unit,rep_mass,rep_num,residual,residual_charge,residual_mass,ACRONYM
"6-Methyl-3-[4,4,4-trifluoro-3-hydroxy-3-(trifluoromethyl)butanoyl]-2H-pyran-2,4(3H)-dione",PFASMASTER_Chemical List -2024-01-11.csv,AUWNJELNHVOCFY-UHFFFAOYSA-N,C11H8F6O5,334.027592,CC1=CC(=O)C(C(=O)CC(O)(C(F)(F)F)C(F)(F)F)C(=O)O1,1,5,Suspect,0.027592,-0.048928106,34.04675336,C11H8F6O5,CF2,49.99680644,3,C8H8O5,neutral,184.0371734,NA
"2‐{[3‐(Acetyloxy)‐1,5‐dihydroxy‐4‐(perfluorohexadecyl)pentan‐2‐yl]dimethylazaniumyl}acetate",PFASMASTER_Chemical List -2024-01-11.csv,BJMVNNKDCIUMJF-UHFFFAOYNA-N,C27H20F33NO6,1081.076367,CC(=O)OC(C(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(CO)[N+](C)(C)CC([O-])=O,2,6,Suspect,0.076367,-0.145421055,31.14343176,C27H20F33NO6,CF2,49.99680644,16,C11H20F1N1O6,neutral,281.1274656,NA
"2‐{[3‐(Acetyloxy)‐1,5‐dihydroxy‐4‐(1,1,2,2,2‐pentafluoroethyl)pentan‐2‐yl]dimethylazaniumyl}acetate",PFASMASTER_Chemical List -2024-01-11.csv,NAROVYQGKXCOMV-UHFFFAOYNA-N,C13H20F5NO6,381.121078,CC(=O)OC(C(CO)C(F)(F)C(F)(F)F)C(CO)[N+](C)(C)CC([O-])=O,2,6,Suspect,0.121078,-0.145422215,31.14343292,C13H20F5NO6,CF2,49.99680644,2,C11H20F1N1O6,neutral,281.1274656,NA
2‐[Dimethyl(4-fluoro-4-(perfluoropropyl)‐2‐hydroxybut‐3‐en‐1‐yl)azaniumyl]acetate,PFASMASTER_Chemical List -2024-01-11.csv,YFPSWNYNZGPBPM-UHFFFAOYNA-N,C11H13F8NO3,359.076769,C[N+](C)(CC(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,1,3,Suspect,0.076769,-0.099705129,9.09912392,C11H13F8NO3,CF2,49.99680644,4,C7H13N1O3,neutral,159.0895433,NA
"Perfluoro-3,6,9-trioxaundecane-1,11-dioic acid",PFASMASTER_Chemical List -2024-01-11.csv,QPFPCCRSQCFOIH-UHFFFAOYSA-N,C8H2F12O7,437.96089,OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(O)=O,2,5,Suspect,-0.03911,0.011135126,37.98643848,C8H2F12O7,CF2,49.99680644,6,C2H2O7,neutral,137.9800524,NA
"2-Hydroxy-N-(3-{(2-hydroxy-3-sulfopropyl)[(perfluorononyl)sulfonyl]amino}propyl)-N,N-dimethyl-3-sulfo-1-propanaminium",PFASMASTER_Chemical List -2024-01-11.csv,JCDWNIBUMRYHOR-UHFFFAOYNA-O,C20H26F19N2O10S3,911.04407,C[N+](C)(CCCN(CC(O)CS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)CS(O)(=O)=O,4,8,Suspect,0.04407,-0.102263195,11.10155408,C20H26F19N2O10S3,CF2,49.99680644,9,C11H26F1N2O10S3,neutral,461.0733613,NA
"6-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)sulfanyl]hexanoic acid",PFASMASTER_Chemical List -2024-01-11.csv,UABGJQDCTCKWPP-UHFFFAOYSA-N,C12H15F9O2S,394.064904,OC(=O)CCCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,2,Suspect,0.064904,-0.090075006,44.08725892,C12H15F9O2S,CF2,49.99680644,4,C8H15F1O2S1,neutral,194.0776789,NA
3-Fluoro-3-(trifluoromethyl)pyrrolidine,PFASMASTER_Chemical List -2024-01-11.csv,LPXDJYALXFYGBY-UHFFFAOYNA-N,C5H7F4N,157.051462,FC(F)(F)C1(F)CCNC1,1,1,Suspect,0.051462,-0.061493706,7.06104268,C5H7F4N,CF2,49.99680644,2,C3H7N1,neutral,57.05784922,NA
"N-((2,3-Dichloro-4-(1,1,2,2-tetrafluoroethylsulfanyl)phenyl)carbamoyl)-2,6-difluorobenzamide",PFASMASTER_Chemical List -2024-01-11.csv,YQJMTROLIXZXMD-UHFFFAOYSA-N,C16H8Cl2F6N2O2S,475.958773,FC(F)C(F)(F)SC1=C(Cl)C(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,2,3,Suspect,-0.041227,0.010825,25.98751504,C16H8Cl2F6N2O2S,CF2,49.99680644,3,C13H8N2O2S1Cl2,neutral,325.9683539,NA
1‐(Dimethylamino)‐3-(perfluorohexyl)‐2‐(hydroxymethoxy)propan‐3‐yl formate,PFASMASTER_Chemical List -2024-01-11.csv,APCMFPHMGGPGHA-UHFFFAOYNA-N,C13H14F13NO4,495.071524,CN(C)CC(OCO)C(OC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,5,Suspect,0.071524,-0.103146832,45.10026604,C13H14F13NO4,CF2,49.99680644,6,C7H14F1N1O4,neutral,195.0906861,NA
2-Hydrido-perfluoropentadecanoic acid,PFASMASTER_Chemical List -2024-01-11.csv,JWXQUWZCZDZDFW-UHFFFAOYNA-N,C15H2F28O2,745.960768,OC(=O)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,-0.039232,-0.008416453,46.00547784,C15H2F28O2,CF2,49.99680644,14,C1H2O2,neutral,46.0054793,NA
"3‐[(1,3‐Dihydroxy-3-(perfluorooctyl)propan‐2‐yl)sulfanyl]propanoic  acid",PFASMASTER_Chemical List -2024-01-11.csv,BBRWKGUXAUXNKA-UHFFFAOYNA-N,C14H11F17O4S,598.010659,OCC(SCCC(O)=O)C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,4,Suspect,0.010659,-0.048857098,48.04578816,C14H11F17O4S,CF2,49.99680644,8,C6H11F1O4S1,neutral,198.0362081,NA
"2,2,3,3-Tetrafluoropropionamide",PFASMASTER_Chemical List -2024-01-11.csv,WJNHHTXAWAPICM-UHFFFAOYSA-N,C3H3F4NO,145.015076,NC(=O)C(F)(F)C(F)F,1,1,Suspect,0.015076,-0.024338879,45.02146312,C3H3F4NO,CF2,49.99680644,2,C1H3N1O1,neutral,45.02146372,NA
3-[{3-[(Carboxymethyl)(perfluorodecanesulfonyl)amino]propyl}(dimethyl)azaniumyl]propane-1-sulfonate,PFASMASTER_Chemical List -2024-01-11.csv,DFXZKRDSDJBERC-UHFFFAOYSA-N,C20H21F21N2O7S2,864.045485,C[N+](C)(CCCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCS([O-])(=O)=O,1,6,Suspect,0.045485,-0.100676147,14.09977552,C20H21F21N2O7S2,CF2,49.99680644,10,C10H21F1N2O7S2,neutral,364.0774212,NA
"N-[3-[[2-Bromo-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-(trifluoromethyl)phenyl]carbamoyl]phenyl]-2-fluorobenzamide",PFASMASTER_Chemical List -2024-01-11.csv,OGEOJMMXYJPVDU-UHFFFAOYSA-N,C24H12BrF11N2O2,647.99065,FC1=CC=CC=C1C(=O)NC1=CC=CC(=C1)C(=O)NC1=C(C=C(C=C1Br)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,2,2,Suspect,-0.00935,-0.032040584,48.02897272,C24H12BrF11N2O2,CF2,49.99680644,5,C19H12F1N2O2Br1,neutral,398.0066179,NA
"2-Acetoxy-4-(2.2,3,3,3-pentafluoropropoxy)benzoic acid",PFASMASTER_Chemical List -2024-01-11.csv,HWOXABJDDCSHRS-UHFFFAOYSA-N,C12H9F5O5,328.037014,CC(=O)OC1=C(C=CC(OCC(F)(F)C(F)(F)F)=C1)C(O)=O,1,4,Suspect,0.037014,-0.057967456,28.05617536,C12H9F5O5,CF2,49.99680644,2,C10H9F1O5,neutral,228.0434016,NA
"4,4,5,5,6,6-Hexafluorohex-2-ynoic acid",PFASMASTER_Chemical List -2024-01-11.csv,PJOMFELBFMPOEI-UHFFFAOYSA-N,C6H2F6O2,219.995898,OC(=O)C#CC(F)(F)C(F)(F)C(F)F,1,1,Suspect,-0.004102,-0.0099503,20.00867224,C6H2F6O2,CF2,49.99680644,3,C3H2O2,neutral,70.0054793,NA
3-([(Perfluoropropyl)sulfonyl]{3-[(2-hydroxyethyl)(dimethyl)azaniumyl]propyl}amino)-2-hydroxy-1-propanesulfonate,PFASMASTER_Chemical List -2024-01-11.csv,WJDDHHNKVYTKQH-UHFFFAOYNA-N,C13H23F7N2O7S2,516.083491,C[N+](C)(CCO)CCCN(CC(O)CS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,2,7,Suspect,0.083491,-0.116455977,16.1154266,C13H23F7N2O7S2,CF2,49.99680644,3,C10H23F1N2O7S2,neutral,366.0930713,NA
1‐(Dimethylamino)‐3-(perfluorobutyl)‐2‐(hydroxymethoxy)propan‐3‐yl formate,PFASMASTER_Chemical List -2024-01-11.csv,DWWYVVAXCNHKGC-UHFFFAOYNA-N,C11H14F9NO4,395.077911,CN(C)CC(OCO)C(OC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,5,Suspect,0.077911,-0.103146712,45.10026592,C11H14F9NO4,CF2,49.99680644,4,C7H14F1N1O4,neutral,195.0906861,NA
"3-({4-[(2,3-Dihydroxypropyl)(dimethyl)azaniumyl]-1-hydroxy-2-butanyl}[(perfluorooctyl)sulfonyl]amino)-1-propanesulfonate",PFASMASTER_Chemical List -2024-01-11.csv,WYFSLQCQMUDKBO-UHFFFAOYNA-N,C20H27F17N2O8S2,810.093737,C[N+](C)(CCC(CO)N(CCCS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)CO,3,8,Suspect,0.093737,-0.145481964,10.14483396,C20H27F17N2O8S2,CF2,49.99680644,8,C12H27F1N2O8S2,neutral,410.119286,NA
"1-(2-Aminophenyl)-2,2,3,3,4,4,4-heptafluorobutan-1-one",PFASMASTER_Chemical List -2024-01-11.csv,ITWXNJAQVNPGDK-UHFFFAOYSA-N,C10H6F7NO,289.033761,NC1=C(C=CC=C1)C(=O)C(F)(F)C(F)(F)C(F)(F)F,1,2,Suspect,0.033761,-0.052223112,39.0497288,C10H6F7NO,CF2,49.99680644,3,C7H6F1N1O1,neutral,139.043342,NA
1-Hydroxy-5:2 fluorotelomer sulfonic acid,PFASMASTER_Chemical List -2024-01-11.csv,CDZUVFCZDWZHHN-UHFFFAOYNA-N,C7H5F11O4S,393.97329,OC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(O)(=O)=O,2,3,Suspect,-0.02671,0.001544846,43.99564492,C7H5F11O4S,CF2,49.99680644,5,C2H5F1O4S1,neutral,143.9892579,NA
"2,2,3,3-Tetrafluoropropan-1-amine--hydrogen chloride (1/1)",PFASMASTER_Chemical List -2024-01-11.csv,XALAKNVRDOVOGD-UHFFFAOYSA-N,C3H6ClF4N,167.012489,Cl.NCC(F)(F)C(F)F,1,1,Suspect,0.012489,-0.023156969,17.02206968,C3H6ClF4N,CF2,49.99680644,2,C1H6N1Cl1,neutral,67.01887687,NA
"N-Carboxymethyl-N,N-dimethyl-2-(perfluoroundecyl)-2-fluoroethan-1-aminium",PFASMASTER_Chemical List -2024-01-11.csv,JSROYMTZFUECNJ-UHFFFAOYNA-O,C17H12F24NO2,718.047931,C[N+](C)(CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)=O,1,1,Suspect,0.047931,-0.093796512,18.09264084,C17H12F24NO2,CF2,49.99680644,12,C5H12N1O2,neutral,118.0868036,NA
"1-(ethoxymethyl)-3-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl)urea",PFASMASTER_Chemical List -2024-01-11.csv,FLKRFUOBDIGGOU-UHFFFAOYSA-N,C12H11F15N2O2,500.0581,CCOCNC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,2,Suspect,0.0581,-0.090041351,0.0900356,C12H11F15N2O2,CF2,49.99680644,7,C5H11F1N2O2,neutral,150.0804558,NA
9:2 Fluorotelomer ketone sulfonate,PFASMASTER_Chemical List -2024-01-11.csv,GFVAGACCPIFHAM-UHFFFAOYSA-N,C12H5F19O4S,605.960515,OS(=O)(=O)CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,3,Suspect,-0.039485,0.000779103,5.99883772,C12H5F19O4S,CF2,49.99680644,9,C3H5F1O4S1,neutral,155.9892579,NA
4:2 Fluorotelomer sulfinate,PFASMASTER_Chemical List -2024-01-11.csv,VYTBVWWFVNCHMJ-UHFFFAOYNA-N,C6H5F9O2S,311.986654,OS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,-0.013346,-0.006582235,12.00581536,C6H5F9O2S,CF2,49.99680644,4,C2H5F1O2S1,neutral,111.9994286,NA
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9-Heptadecafluorodecan-1-ol",PFASMASTER_Chemical List -2024-01-11.csv,WCFUQBKWMVPFHY-UHFFFAOYNA-N,C10H5F17O,464.006894,CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)(F)F,1,1,Suspect,0.006894,-0.03653257,14.03563604,C10H5F17O,CF2,49.99680644,8,C2H5F1O1,neutral,64.032443,NA
"2,2'-[(2,2,3,3,4,4-hexafluoropentane-1,5-diyl)bis(oxy)]diacetic acid",PFASMASTER_Chemical List -2024-01-11.csv,QWVLDQFGBRQUGO-UHFFFAOYSA-N,C9H10F6O6,328.038157,OC(=O)COCC(F)(F)C(F)(F)C(F)(F)COCC(O)=O,2,4,Suspect,0.038157,-0.059110529,28.05731836,C9H10F6O6,CF2,49.99680644,3,C6H10O6,neutral,178.047738,NA
"N,N'-ditert-butyl-2,2,3,3,4,4-hexafluoropentanediamide",PFASMASTER_Chemical List -2024-01-11.csv,JTVDSGMQJHFVTD-UHFFFAOYSA-N,C13H20F6N2O2,350.142897,CC(C)(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)NC(C)(C)C,2,2,Suspect,0.142897,-0.165262476,0.16525192,C13H20F6N2O2,CF2,49.99680644,3,C10H20N2O2,neutral,200.1524779,NA
"4,4,4-trifluoro-1-(4-nitrophenyl)-3-(trifluoromethyl)butane-1,3-diol",PFASMASTER_Chemical List -2024-01-11.csv,XDQZMNHVMYKYME-UHFFFAOYSA-N,C11H9F6NO4,333.043577,OC(CC(O)(C(F)(F)F)C(F)(F)F)C1=CC=C(C=C1)[N+]([O-])=O,2,4,Suspect,0.043577,-0.064850252,33.06273836,C11H9F6NO4,CF2,49.99680644,3,C8H9N1O4,neutral,183.0531578,NA
"4-{4-[(2,2,3,3,3-Pentafluoropropyl)amino]butyl}benzene-1,2-diol",PFASMASTER_Chemical List -2024-01-11.csv,HPNDBVJHVUUXCS-UHFFFAOYSA-N,C13H16F5NO2,313.11012,OC1=C(O)C=C(CCCCNCC(F)(F)C(F)(F)F)C=C1,3,3,Suspect,0.11012,-0.130119997,13.12928136,C13H16F5NO2,CF2,49.99680644,2,C11H16F1N1O2,neutral,213.116507,NA
1-(Dimethylamino)-3-(perfluorohexyl)propan-2-ol,PFASMASTER_Chemical List -2024-01-11.csv,AGXHFLZDVJVHQV-UHFFFAOYNA-N,C11H12F13NO,421.07113,CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,2,Suspect,0.07113,-0.098026036,21.09667848,C11H12F13NO,CF2,49.99680644,6,C5H12F1N1O1,neutral,121.0902922,NA
(4-Fluorophenyl)(heptadecafluorooctyl)iodanium hydrogen sulfate,PFASMASTER_Chemical List -2024-01-11.csv,SHSROJUPXNKQPA-UHFFFAOYSA-M,C14H5F18IO4S,737.86658,OS([O-])(=O)=O.FC1=CC=C([I+]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,1,3,Suspect,-0.13342,0.086288566,37.91128984,C14H5F18IO4S,CF2,49.99680644,9,C5H5I1O4S1,neutral,287.8953276,NA
"1,1,2,2,3,3-Hexafluorobutan-1-ol",PFASMASTER_Chemical List -2024-01-11.csv,YIHRGKXNJGKSOT-UHFFFAOYSA-N,C4H4F6O,182.016634,CC(F)(F)C(F)(F)C(O)(F)F,1,1,Suspect,0.016634,-0.028260363,32.02621468,C4H4F6O,CF2,49.99680644,3,C1H4O1,neutral,32.02621475,NA
"N,N-Bis(2,3-dihydroxypropyl)-perfluorooctanesulfonamide",PFASMASTER_Chemical List -2024-01-11.csv,QRZBMQKNAXQKSK-UHFFFAOYNA-N,C14H14F17NO6S,647.027037,OCC(O)CN(CC(O)CO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,6,Suspect,0.027037,-0.068366033,47.06535972,C14H14F17NO6S,CF2,49.99680644,8,C6H14F1N1O6S1,neutral,247.0525864,NA
"5-Amino-1,1,2,2-tetrafluorohex-4-en-3-one",PFASMASTER_Chemical List -2024-01-11.csv,UNIRIOCDPRENCD-UHFFFAOYSA-N,C6H7F4NO,185.046377,CC(N)=CC(=O)C(F)(F)C(F)F,1,2,Suspect,0.046377,-0.058196889,35.05595768,C6H7F4NO,CF2,49.99680644,2,C4H7N1O1,neutral,85.05276384,NA
"4,4,4-trifluoro-3-hydroxy-1-(4-nitrophenyl)-3-(trifluoromethyl)butan-1-one",PFASMASTER_Chemical List -2024-01-11.csv,AJSAARODUVUXAJ-UHFFFAOYSA-N,C11H7F6NO4,331.027927,OC(CC(=O)C1=CC=C(C=C1)[N+]([O-])=O)(C(F)(F)F)C(F)(F)F,1,4,Suspect,0.027927,-0.049071501,31.04708836,C11H7F6NO4,CF2,49.99680644,3,C8H7N1O4,neutral,181.0375077,NA
"Ethyl 4-cyano-3-methyl-5-[(2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanoyl)amino]thiophene-2-carboxylate",PFASMASTER_Chemical List -2024-01-11.csv,WUUPUSKCSKAHGS-UHFFFAOYSA-N,C16H9F13N2O3S,556.012629,CCOC(=O)C1=C(C)C(C#N)=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S1,1,5,Suspect,0.012629,-0.048144462,6.04775816,C16H9F13N2O3S,CF2,49.99680644,6,C10H9F1N2O3S1,neutral,256.0317914,NA
"6-[1,2,2,2-Tetrafluoro-1-(trifluoromethyl)ethyl]-2,4(1H,3H)-quinazolinedione",PFASMASTER_Chemical List -2024-01-11.csv,DSYILADFGBXVIH-UHFFFAOYSA-N,C11H5F7N2O2,330.023925,FC(F)(F)C(F)(C1=CC2=C(NC(=O)NC2=O)C=C1)C(F)(F)F,2,2,Suspect,0.023925,-0.045005371,30.04308636,C11H5F7N2O2,CF2,49.99680644,3,C8H5F1N2O2,neutral,180.0335056,NA
"N-[4-(4-Morpholinylcarbonyl)benzoyl]valyl-N-[(3R)-5,5,6,6,6-pentafluoro-2-methyl-4-oxo-3-hexanyl]-L-prolinamide",PFASMASTER_Chemical List -2024-01-11.csv,XQAMVCHQGHAELT-BDTNDASRSA-N,C29H37F5N4O6,632.263326,[H][C@]1(CCCN1C(=O)[C@@H](NC(=O)C1=CC=C(C=C1)C(=O)N1CCOCC1)C(C)C)C(=O)N[C@H](C(C)C)C(=O)C(F)(F)C(F)(F)F,2,6,Suspect,0.263326,-0.303711997,32.30164872,C29H37F5N4O6,CF2,49.99680644,2,C27H37F1N4O6,neutral,532.2697131,NA
1-(Octylamino)-3-[(perfluorohexyl)ethoxy]-2-propanol,PFASMASTER_Chemical List -2024-01-11.csv,RIXYLWVNAINTAR-UHFFFAOYNA-N,C19H28F13NO2,549.191245,CCCCCCCCNCC(O)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,3,Suspect,0.191245,-0.226324744,49.2231806,C19H28F13NO2,CF2,49.99680644,6,C13H28F1N1O2,neutral,249.2104074,NA
"3,5-Dichloro-4-[(2,2,3,3,4,4,5,5-octafluoropentyl)oxy]aniline",PFASMASTER_Chemical List -2024-01-11.csv,NJKZSHWFXRDERY-UHFFFAOYSA-N,C11H7Cl2F8NO,390.977695,NC1=CC(Cl)=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)C(Cl)=C1,1,2,Suspect,-0.022305,-0.00266881,41.00004992,C11H7Cl2F8NO,CF2,49.99680644,4,C7H7N1O1Cl2,neutral,190.9904692,NA
3-[[3-(Dimethylamino)-2-hydroxypropyl][(perfluorohexyl)sulfonyl]amino]-1-propanesulfonic acid,PFASMASTER_Chemical List -2024-01-11.csv,HHUVMQVUUWHYOQ-UHFFFAOYNA-N,C14H19F13N2O6S2,622.047695,CN(C)CC(O)CN(CCCS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,6,Suspect,0.047695,-0.087428471,22.08601772,C14H19F13N2O6S2,CF2,49.99680644,6,C8H19F1N2O6S2,neutral,322.0668565,NA
"4-Hexen-3-one, 1,1,2,2-tetrafluoro-5-mercapto-",PFASMASTER_Chemical List -2024-01-11.csv,JOMAVZMNUWTMSS-UHFFFAOYSA-N,C6H6F4OS,202.007549,CC(S)=CC(=O)C(F)(F)C(F)F,1,2,Suspect,0.007549,-0.020452289,2.02032324,C6H6F4OS,CF2,49.99680644,2,C4H6O1S1,neutral,102.0139358,NA
"[4,4-Bis(trifluoromethyl)-4,5-dihydro-1H-pyrazol-3-yl](phenyl)methanone",PFASMASTER_Chemical List -2024-01-11.csv,HIBSHHCGNFYXMI-UHFFFAOYSA-N,C12H8F6N2O,310.054082,FC(F)(F)C1(CNN=C1C(=O)C1=CC=CC=C1)C(F)(F)F,1,3,Suspect,0.054082,-0.073886791,10.07324336,C12H8F6N2O,CF2,49.99680644,3,C9H8N2O1,neutral,160.0636629,NA
"1‐(Dimethylamino)‐4,5,5,5‐tetrafluoropent‐3‐en‐2‐ol",PFASMASTER_Chemical List -2024-01-11.csv,FUIOXIGBXDNUPW-UHFFFAOYNA-N,C7H11F4NO,201.077677,CN(C)CC(O)C=C(F)C(F)(F)F,1,2,Suspect,0.077677,-0.090520893,1.09045124,C7H11F4NO,CF2,49.99680644,2,C5H11N1O1,neutral,101.084064,NA
"2,3,3,3-Tetrafluoro-2-{1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propoxy}propanoic acid--ammonia (1/1)",PFASMASTER_Chemical List -2024-01-11.csv,HHAFBLPZZBJHOX-UHFFFAOYSA-N,C12H4F23NO5,678.97222,[NH4+].[O-]C(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,1,5,Suspect,-0.02778,-0.015589541,29.01373628,C12H4F23NO5,CF2,49.99680644,11,C1H4F1N1O5,neutral,129.0073504,NA
"5-Fluoro-1-(3,3,4,4,4-pentafluorobutyl)pyrazolo[3,4-b]pyridine-3-carboximidamide",PFASMASTER_Chemical List -2024-01-11.csv,MUNDMGLIJOINMV-UHFFFAOYSA-N,C11H9F6N5,325.076214,NC(=N)C1=NN(CCC(F)(F)C(F)(F)F)C2=C1C=C(F)C=N2,2,4,Suspect,0.076214,-0.096978334,25.09537536,C11H9F6N5,CF2,49.99680644,3,C8H9N5,neutral,175.0857953,NA
"(7.alpha.)-3-hydroxy-7-[9-[(4,4,5,5,5-pentafluoropentyl)sulfinyl]nonyl]-estra-1,3,5(10)-trien-17-one",PFASMASTER_Chemical List -2024-01-11.csv,KQDQOVMMZCHGQS-YCCWCITDSA-N,C32H45F5O3S,604.300957,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@]([H])(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],1,3,Suspect,0.300957,-0.339556893,4.33927972,C32H45F5O3S,CF2,49.99680644,2,C30H45F1O3S1,neutral,504.3073445,NA
"(4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,20,20,21,21,21‐Heptatriacontafluoro‐2‐hydroxyhenicosyl)trimethylazanium",PFASMASTER_Chemical List -2024-01-11.csv,XJWZAIGBARSDNL-UHFFFAOYNA-N,C24H15F37NO,1036.055733,C[N+](C)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,0.055733,-0.12191135,36.1196042,C24H15F37NO,CF2,49.99680644,18,C6H15F1N1O1,neutral,136.1137673,NA
"N-[4-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)phenyl]-4-(trifluoromethyl)benzamide",PFASMASTER_Chemical List -2024-01-11.csv,DUXWIYXHHGNUJU-UHFFFAOYSA-N,C17H10F9NO2,431.056782,OC(C1=CC=C(NC(=O)C2=CC=C(C=C2)C(F)(F)F)C=C1)(C(F)(F)F)C(F)(F)F,2,2,Suspect,0.056782,-0.084315873,31.08233048,C17H10F9NO2,CF2,49.99680644,4,C13H10F1N1O2,neutral,231.0695568,NA
Perfluoro-6-methylheptanesulfonic acid,PFASMASTER_Chemical List -2024-01-11.csv,NIKYAXWJPSOKTP-UHFFFAOYSA-N,C8HF17O3S,499.937494,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1,2,Suspect,-0.062506,0.030572353,49.96623604,C8HF17O3S,CF2,49.99680644,8,H1F1O3S1,neutral,99.96304311,NA
{[(Perfluoroethyl)sulfonyl]amino}-3-betaine,PFASMASTER_Chemical List -2024-01-11.csv,BYKQKTVVFSVLNX-UHFFFAOYSA-N,C9H15F5N2O4S,342.067269,C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)F)CC([O-])=O,1,4,Suspect,0.067269,-0.089118643,42.08643036,C9H15F5N2O4S,CF2,49.99680644,2,C7H15F1N2O4S1,neutral,242.0736562,NA
